As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1610830,Supply and Delivery of 2no. Motor Vehicles 4x4WD Double Cabin Pick ups,12/23/2019,KAWTHAR INVESTMENT,Kenya,KE,172222.150000,KE-KIMAWASCO-74931-GO-RFB,Post,476087
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1610957,Supply and Delivery of 4WD double-cab pick-up Vehicles (2No).,01/30/2020,PACIFIC GENERAL WORKS LIMITED,Kenya,KE,123596.600000,KE/TAVEVO/82743/GO/RFB,Post,472562
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1610962,KE- TAVEVO - 82755 - GO - SUPPLY AND DELIVERY OF BUTT FUSION MACHINE WITH GENERATOR - 1 NO,01/28/2020,COAST INDUSTRIAL AND SAFETY SUPPLIES LIMITED,Kenya,KE,12157.150000,KE/TAVEVO/82755/GO/RFQ,Post,475131
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1610974,"Supply and Delivery of Motor Vehicle 4x4 wheel drive, double Cab, manual transmission",02/14/2020,TOYOTA KENYA LIMITED,Kenya,KE,207580.930000,KE-GAWASCO-28222-GO-RFB,Post,371451
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1611013,Supply and Delivery of 30No. Motorcycles of Engine capacity 165-175cc,02/14/2020,TOYOTA KENYA LIMITED,Kenya,KE,139072.880000,KE-GAWASCO-70412-GO-RFB,Post,197496
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1611017,Supply and Delivery of 7No. Water Bowsers,03/13/2020,THE AUTOMOBILE WAREHOUSE (NAKURU) LIMITED,Kenya,KE,784290.240000,KE-GAWASCO-67414-GO-RFB,Post,831652
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P160083,Kenya  Secondary Education Quality Improvement Project,Goods,Request for Bids,Education,1611314,Supply of Motor vehicle-Medium Utility Vehicle 4x4 L.W.B 2000-2700cc Diesel,02/21/2020,CMC MOTORS GROUP,Kenya,KE,58975.150000,MOE/SEQIP/NCB/13/2018-2019,Post,824330
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P160083,Kenya  Secondary Education Quality Improvement Project,Goods,Request for Bids,Education,1611320,Supply of heavy duty single cab 9 seater passenger vehicle 4x4 L.W.B 2900-4200cc Diesel,02/25/2020,TOYOTA KENYA LIMITED,Kenya,KE,141959.760000,MOE/SEQIP/NCB/13-2/2018-2019,Post,371451
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Quality And Cost-Based Selection,Agriculture,1611566,Provision of Consultancy and Farmer Training Services in Aquaculture Value Chain in the County,12/02/2019,AQUENEA CONSULTANCY KENYA,Kenya,KE,46775.820000,KCSAP.SYA/RFP/005/18-19,Post,468716
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Quality And Cost-Based Selection,Agriculture,1611567,Provision of Consultancy and Farmer Training Services in Apiculture Value Chain in the County,12/02/2019,EGERTON UNIVERSITY,Kenya,KE,46769.210000,KCSAP.SYA/RFP/003/18-19,Post,468669
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Quality And Cost-Based Selection,Agriculture,1611568,Provision of Consultancy Services and Farmer Training in Indigenous Chicken Value Chain in the County,12/02/2019,DAIRYTECH MANAGEMENT FIRM,Kenya,KE,47097.670000,KCSAP.SYA/RFP/004/18-19,Post,468694
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Quality And Cost-Based Selection,Agriculture,1611569,Provision of Consultancy Services and Farmer Training in the Sorghum Value Chain in the County,12/02/2019,EASTCOM,Kenya,KE,47550.710000,KCSAP.SYA/RFP/002/18-19,Post,468663
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Quality And Cost-Based Selection,Agriculture,1611570,Provision of Consultancy Services and Farmer Training in Tomato Value Chain in the County,12/02/2019,KILIMO BIASHARA PROMOTERS,Kenya,KE,45179.780000,KCSAP.SYA/RFP/001/18-19,Post,511448
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1611647,supply and delivery of multipurpose truck,04/06/2020,BIOMAX AFRICA LIMITED,Kenya,KE,84662.540000,KE-WAJWASCO-30920-GO-RFQ,Post,475019
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Goods,Direct Selection,,1611779,"PROCUREMENT OF DESIGN,SUPPLY, ISTALLATION, TESTING AND COMMISSIONING OF SCADA /EMS EXTENSION TO ERC (READ ONLY ACCESS CONTROL ROOM",03/31/2020,ABB SWEDEN,Sweden,SE,354095.000000,KE-MOE-55044-GO-DIR,Prior,368959
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1612028,Construction of 10 no. Ablution blocks in Malindi and Watamu towns,07/22/2020,VALTRA INTERNATIONAL LIMITED,Kenya,KE,1144549.830000,KE-MAWASCO-149056-CW-RFB,Post,478897
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1612334,supply and delivery of 2NO Exhausters,02/14/2020,BIOMAX AFRICA LIMITED,Kenya,KE,314901.550000,KE-WAJWASCO-30745-GO-RFB,Post,475019
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1613235,KE-TAVEVO-GO- RFQ- 82755 - SUPPLY AND DELIVERY OF MOTORCYCLES (10 NO),02/17/2020,TAITA HILLS ENTERPRISES CONSTRUCTION COMPANY LIMITED,Kenya,KE,2917.560000,KE-TAVEVO-118015-GO-RFQ,Post,480083
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1613276,WALLEY TECHNOLOGIES LTD,01/31/2020,WALEY TECHNOLOGIES,Kenya,KE,23776.230000,KE-WAJWASCO-30744-GO-RFQ,Post,450895
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1613386,CONSTRUCTION OF OFFICE BLOCK AND LABORATORY,04/06/2021,ARSHAD HARDWARE LTD,Kenya,KE,452214.490000,KE-WAJWASCO-26664-CW-RFB,Post,596043
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Least Cost Selection,Water/Sanit/Waste,1613478,"Consultancy services for community awareness and mobilization for owner upgrade of urban household sanitation facilities in Ukunda, Kwale and Kombani for Kwale Water & Sewerage Company Limited",07/20/2020,TERTIARY CONSULTING ENGINEERS LIMITED.,Kenya,KE,364315.640000,KE-KWAWASCO-74622-CS-LCS,Post,765180
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1613582,SUPPLY AND DELIVERY OF 7NO WATER BOWSER,07/05/2019,ISUZU EAST AFRICA LIMITED,Kenya,KE,6747.540000,KE-WAJWASCO-24562-GO-RFB-2,Post,348919
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1613806,supply and delivery of non pharmaceuticals( 120No. PPIUD insertion kits),01/30/2020,ELBORTE INVESTEMENTS,Kenya,KE,13012.720000,KE-KIAMBU COUNTY-136979-GO-RFQ,Post,483004
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1614144,supply and delivery of non pharmaceuticals- waste segregation bins,01/30/2020,ELBORTE INVESTEMENTS,Kenya,KE,11304.760000,purchase order 1013,Post,483004
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Non-consulting Services,UN Agencies (Direct),Health,1614451,PROCUREMENT OF COVID-19 EMERGENCY PERSONAL PROTECTIVE EQUIPMENT,04/15/2020,UNITED NATIONS CHILDREN'S FUND (UNICEF),World,1W,582054.700000,KE-MOH-165065-NC-RFQ,Post,34990
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1614510,supply and delivery of non-pharmaceuticals -IUCD insertion and removal packs,01/31/2020,ELBORTE INVESTEMENTS,Kenya,KE,11709.600000,purchase order 1013,Post,483004
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1614519,supply and delivery of non-pharmaceuticals- 120 No. implants insertion and removal kits,01/30/2020,ELBORTE INVESTEMENTS,Kenya,KE,8430.910000,purchase order 1013,Post,483004
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Works,Request for Bids,Agriculture;Public Admin;Industry & Trade/Ser,1614522,REHABILITATION OF KILOMBO EARTH PAN IN MAVIVYE (KILOME SUB-COUNTY),07/07/2020,LIMATRAX AGENCIES,Kenya,KE,1208745.230000,KE-MAKUENI COUNTY-137349-CW-RFB,Post,484349
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1614529,supply and delivery of laboratory items,02/05/2020,BRIGHT DIAGNOSTICS,Kenya,KE,12056.200000,purchase order 1015,Post,484400
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Direct Selection,Health,1615033,SUPPLY OF GRADIAN COMPREHENSIVE CARE VENTILATORS AND RELATED SERVICES,03/30/2020,GRADIAN HEALTH SYSTEMS,United States,US,1600000.000000,KE-MOH-00001-GO-DIR,Prior,482369
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Individual Consultant Selection,Water/Sanit/Waste,1615775,Consultancy services for social & environmental safeguards expert,05/22/2020,INDIVIDUAL CONSULTANT,null,null,102000.000000,KE-MOWASCO-136307-CS-INDV,Post,null
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Quality And Cost-Based Selection,Energy & Extractives,1615836,Consultancy services for Legal Counsel to support the Cost recovery audit exercise in BlocK 10BB and 13T,08/14/2019,CLYDE & CO,United Kingdom,GB,1640764.000000,KE-MOE-88550-CS-QCBS,Prior,340001
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1616702,"KEMSA/WB-THSUC/DP-01/2019-2021 SUPPLY OF LEVONORGESTREL 75MG IMPLANTS, QUANTITY 308,700 SETS- BAYER PHARMA AG",06/10/2020,BAYER PHARMA AG,Germany,DE,2854857.600000,KE-KEMSA-157214-GO-DIR,Prior,321173
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1616953,supply and delivery of 1No Tractor,04/06/2020,BIOMAX AFRICA LIMITED,Kenya,KE,46986.840000,KE-WAJWASCO-177615-GO-RFQ,Post,475019
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1618150,Supply and delivery of 2No 6x4WD Exhausters 10M³ (Sewage Sunction tankers),03/30/2020,BIOMAX AFRICA LIMITED,Kenya,KE,317215.500000,KE-KIMAWASCO-130411-GO-RFB,Post,475019
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1618181,Water Distribution Works in Kilifi Town,03/30/2021,AMINAKASH COMPANY LIMITED,Kenya,KE,5350893.870000,KE-KIMAWASCO-142995-CW-RFB,Post,492023
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1618685,SUPPLY AND DELIVERY OF TILAPIA BROODER MALE,01/28/2020,SYNOTECH COMPANY LTD,Kenya,KE,4790.980000,KE-BUSIA COUNTY-151028-GO-RFQ,Post,493258
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1618717,SUPPLY AND DELIVERY OF TILAPIA GROWER 3MM FISH FEED PELLETS 30% CP<1.8 FCR,01/28/2020,RIBOS FISH FARM,Kenya,KE,33912.630000,KE-BUSIA COUNTY-151003-GO-RFQ,Post,493267
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1618724,SUPPLY AND DELIVERY OF TILAPIA BROODER FEMALE,01/28/2020,SYNOTECH COMPANY LTD,Kenya,KE,9198.680000,KE-BUSIA COUNTY-151031-GO-RFQ,Post,493258
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1619196,KE-TAVEVO-169491-GO-RFQ / Supply and Delivery of ICT equipment for Tavevo Water and Sewerage Company Limited,05/22/2020,NATOMART ENTERPRISE,Kenya,KE,26099.170000,KE/TAVEVO/169491/GO/RFQ,Post,494143
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1619205,KE-TAVEVO-169491-GO-RFQ / Supply and Delivery of ICT equipment for Tavevo Water and Sewerage Company Limited,05/22/2020,TONERSTAR ENTERPRISES,Kenya,KE,642.560000,KE-TAVEVO-169491-GO-RFQ,Post,494149
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1619513,SUPPLY AND DELIVERY OF FINGERLINGS STARTER FISH FEEDS FOR THE BUKANI SUB-PROJECT IN SAMIA SUB-COUNTY,01/28/2020,JELO FEEDS,Kenya,KE,10709.250000,KE-BUSIA COUNTY-151022-GO-RFQ,Post,494879
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1619921,SUPPLY AND DELIVERY OF TILAPIA BROODER 4MM FEED PELLETS,01/28/2020,GOLDENCREST AGENCIES,Kenya,KE,11817.750000,KE-BUSIA COUNTY-151027-GO-RFQ,Post,495611
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1620056,"Pipeline Replacement, Extension and Augmentation (Primary, secondary, tertiary & service mains), Bulk meters and consumer connections – Short-term phase (2017-2020) in Watamu - Lot 2B",09/15/2020,BLUESWIFT CONTRACTORS & GENERAL SUPPLIES LIMITED,Kenya,KE,2049627.710000,KE-MAWASCO-156444-CW-RFB,Post,490634
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Bids,Agriculture,1620321,PROPOSED CONSTRUCTION OF RUBATE IRRIGATION PROJECT,05/26/2020,CAPITAL BASE,Kenya,KE,383834.330000,KE-THARAKA NITHI COUNTY-156366-CW-RFB,Post,496158
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1620391,Construction of KCSAP office,04/09/2020,MPOFU TRADERS,Kenya,KE,30044.550000,KE-THARAKA NITHI COUNTY-145423-CW-RFQ,Post,496335
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1621199,Rehabilitation and Construction of Boreholes Group 3,07/20/2020,AFRICAN WATER DRILLING CO LTD,Kenya,KE,1520918.200000,KE-GAWASCO-54763-CW-RFB,Post,498015
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1621205,Rehabilitation and Construction of Boreholes Group 1,07/13/2020,QALBIFURAN INVESTMENT LTD,Kenya,KE,1363871.050000,KE-GAWASCO-54761-CW-RFB,Post,439970
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1621523,Construction of GAWASCO office block in Garissa Town & Admin/Laboratory in Dadaab Town,07/21/2020,IBMAG AND COMPANY LTD,Kenya,KE,265764.940000,KE-GAWASCO-54775-CW-RFB,Post,498612
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Quality And Cost-Based Selection,Energy & Extractives,1621569,CONSULTANCY SERVICES FOR DEVELOPMENT OF A ROAD HAZARD MANAGEMENT SYSTEM AND EMERGENCY RESPONSE PLAN FOR THE PETROLEUM SECTOR,12/20/2019,VISIONRI CONNEXION SERVICES PRIVATE LIMITED,India,IN,219615.000000,KE-MOE-11532-CS-QCBS,Post,333924
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Non-consulting Services,Direct Selection,Health,1621573,PROVISION OF STANDBY AMBULANCES,04/14/2020,EMERGENCY PLUS MEDICAL SERVICES,Kenya,KE,391061.580000,KE-MOH-00002-NC-DIR,Post,495281
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Individual Consultant Selection,Energy & Extractives,1621575,"HIRING OF A MONITORING, EVALUATION & CONTRACT MANAGEMENT OFFICER",04/20/2020,INDIVIDUAL CONSULTANT,null,null,125698.370000,KE-MOE-161790-CS-INDV,Post,null
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P151831,Kenya Youth Employment and Opportunities Project,Goods,Request for Bids,Education;Social Protection,1621713,SUPPLY AND DELIVERY OF 5 NO BRANDED MOTOR VEHICLES,10/08/2019,CMC MOTORS GROUP,Kenya,KE,288407.920000,KE-NITA-103376-GO-RFB,Post,824330
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Quality And Cost-Based Selection,Energy & Extractives,1621735,CONSULTANCY SERVICES FOR GIS MAPPING AND REGULATORY SAFETY & ASSESSMENT OF PETROLEUM STORAGE FACILITIES AND RETAIL STATIONS IN KENYA,01/31/2020,ESRI EASTERN AFRICA,Kenya,KE,83531.200000,KE-MOE-66390-CS-QCBS,Post,314576
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Quality And Cost-Based Selection,Energy & Extractives,1621735,CONSULTANCY SERVICES FOR GIS MAPPING AND REGULATORY SAFETY & ASSESSMENT OF PETROLEUM STORAGE FACILITIES AND RETAIL STATIONS IN KENYA,01/31/2020,AMBIENTE S.P.A.,Italy,IT,81074.400000,KE-MOE-66390-CS-QCBS,Post,390894
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P145234,Kenya Petroleum Technical Assistance Project (KEPTAP),Consultant Services,Quality And Cost-Based Selection,Energy & Extractives,1621735,CONSULTANCY SERVICES FOR GIS MAPPING AND REGULATORY SAFETY & ASSESSMENT OF PETROLEUM STORAGE FACILITIES AND RETAIL STATIONS IN KENYA,01/31/2020,AESA EAST AFRICA LTD,Kenya,KE,81074.400000,KE-MOE-66390-CS-QCBS,Post,550866
